id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
4562,0.047812,tcp,smtp,FIN,52,42,37230,3380,1945.118384,31,29,6109763,552162.625,18,8,0.930824,1.143024,61.167768,2.960499,255,3986877786,1838251070,255,0.001089,0.000944,0.000145,716,80,0,0,1,0,7,1,1,1,0,0,0,2,1,0,Normal,0
4650,1.14865,tcp,ftp,FIN,52,54,2934,3740,91.411653,31,29,20044.39844,25567.4043,11,15,22.516607,21.662076,1839.283545,60.818984,255,2085434707,2086442416,255,0.000686,0.000556,0.00013,56,69,0,0,1,0,2,1,1,5,1,1,0,2,1,0,Normal,0
4738,0.045366,udp,-,CON,4,4,568,312,154.300576,31,29,75122.33594,41264.38281,0,0,10.006667,14.572333,14.140957,20.598492,0,0,0,0,0,0,0,142,78,0,0,9,0,5,1,1,4,0,0,0,4,6,0,Normal,0
4825,0.789915,tcp,ssh,FIN,106,114,9400,12298,277.245011,31,29,94308.875,123466.4453,26,31,7.520095,7.308629,736.156216,724.039701,255,4123333810,1978236393,255,0.000716,0.000574,0.000142,89,108,0,0,1,0,3,1,1,1,0,0,0,2,1,0,Normal,0
4913,0.014371,tcp,-,FIN,16,18,1540,1644,2296.291105,31,29,803841.0625,864518.8125,4,4,0.937733,0.818882,65.790395,1.543315,255,3335199877,3345977566,255,0.000561,0.000447,0.000114,96,91,0,0,21,0,6,12,1,7,0,0,0,18,13,0,Normal,0
5001,1.007441,tcp,http,FIN,14,18,1684,10168,30.771031,31,29,12419.58496,76264.51563,3,5,77.469305,59.231824,8766.028019,7675.904619,255,1085696376,1086688773,255,0.000623,0.000495,0.000128,120,565,1,3924,1,0,3,1,1,1,0,0,1,11,2,0,Normal,0
5088,0.004328,udp,-,CON,4,4,568,304,1617.375271,31,29,787430.6875,421441.7813,0,0,1.182667,0.950333,1.666179,1.336904,0,0,0,0,0,0,0,142,76,0,0,10,0,7,1,1,3,0,0,0,5,8,0,Normal,0
5176,0.001065,udp,dns,CON,2,2,130,162,2816.901513,31,29,488262.9375,608450.75,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,65,81,0,0,1,0,5,1,1,2,0,0,0,2,2,0,Normal,0
5264,1.063904,tcp,http,FIN,14,18,1684,10168,29.137966,31,29,11760.45898,72217.03906,3,5,81.809921,62.548824,8779.796918,7686.71151,255,1518211254,3668842421,255,0.00073,0.000571,0.000159,120,565,1,3924,3,0,4,2,1,2,0,0,1,3,4,0,Normal,0
5352,0.001018,udp,dns,CON,2,2,146,178,2946.954953,31,29,573673.875,699410.625,0,0,0.009,0.001,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,3,1,1,2,0,0,0,3,2,0,Normal,0
5439,0.917667,tcp,-,FIN,232,438,13350,548216,729.022642,31,29,115885.1797,4768309.5,21,197,4.023443,2.098741,1187.162732,857.247039,255,1295503989,1300225680,255,0.000644,0.000512,0.000132,58,1252,0,0,10,0,3,2,1,9,0,0,0,6,8,0,Normal,0
5527,4.989869,tcp,-,FIN,218,438,12622,548216,131.265968,31,29,20144.81641,876920.8125,21,197,22.993263,11.41727,8238.76853,5776.601118,255,4147793334,4203911619,255,0.000634,0.000521,0.000113,58,1252,0,0,11,0,5,2,1,7,0,0,0,5,7,0,Normal,0
5615,0.000009,udp,-,INT,2,0,2302,0,111111.1072,254,0,1023111104,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,13,2,3,3,1,12,0,0,0,3,12,0,Normal,0
5702,0.001017,udp,dns,CON,2,2,132,164,2949.852669,31,29,519174.0625,645034.4375,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,6,1,1,1,0,0,0,8,2,0,Normal,0
5790,0.001686,udp,-,CON,4,4,528,304,4151.838592,31,29,1879003.5,1081850.5,0,0,0.434333,0.203,0.607876,0.284257,0,0,0,0,0,0,0,132,76,0,0,3,0,5,1,1,3,0,0,0,3,8,0,Normal,0
5878,0.021094,tcp,-,FIN,48,50,2974,30506,4598.464025,31,29,1104769.125,11338200,7,18,0.441809,0.417878,26.964426,26.649417,255,3101144015,956074198,255,0.000767,0.000609,0.000158,62,610,0,0,12,0,2,1,1,3,0,0,0,5,7,0,Normal,0
5966,0.000006,udp,-,INT,2,0,854,0,166666.6608,254,0,569333312,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,427,0,0,0,8,2,2,2,1,7,0,0,0,2,7,0,Normal,0
6053,0.015854,tcp,-,FIN,48,50,2974,30506,6118.330075,31,29,1469913,15085657,7,18,0.337848,0.311735,18.597451,17.659671,255,1273045256,3418742131,255,0.000711,0.00057,0.000141,62,610,0,0,8,0,2,1,1,1,0,0,0,2,3,0,Normal,0
6141,1.009708,tcp,http,FIN,14,18,1684,10168,30.701944,31,29,12391.70117,76093.28125,3,5,77.64469,59.363647,8766.181855,7675.208882,255,2693664986,2694691317,255,0.00064,0.000524,0.000116,120,565,1,3924,2,0,1,1,1,1,0,0,1,1,2,0,Normal,0
6229,0.031756,tcp,-,FIN,122,126,7816,15132,7778.058001,31,29,1952890.875,3781836.75,30,32,0.27081,0.24988,16.651402,14.35612,255,4251910737,4252939926,255,0.000649,0.000516,0.000133,64,120,0,0,8,0,1,1,1,1,0,0,0,10,2,0,Normal,0
6316,0.05488,tcp,-,FIN,90,92,5174,83812,3298.104917,31,29,745918.375,12084694,7,39,0.613022,0.603244,35.110955,34.543479,255,1885562179,1885846698,255,0.000723,0.00058,0.000143,57,911,0,0,12,0,2,1,1,6,0,0,0,2,11,0,Normal,0
6404,0.354665,tcp,-,FIN,218,438,12622,548216,1846.813132,31,29,283422.375,12337614,21,197,1.63294,0.810387,91.809479,46.45928,255,158084294,161572946,255,0.00065,0.000523,0.000127,58,1252,0,0,14,0,11,6,1,11,0,0,0,13,14,0,Normal,0
6492,4.999926,udp,dns,INT,4,0,320,0,0.600009,63,0,384.005676,0,0,0,1666.642,0,2356.9785,0,0,0,0,0,0,0,0,80,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
6580,0.001598,udp,-,CON,4,4,536,304,4380.475747,31,29,2012515.75,1141426.875,0,0,0.405333,0.209667,0.567571,0.292272,0,0,0,0,0,0,0,134,76,0,0,5,0,6,1,1,4,0,0,0,3,8,0,Normal,0
6667,0.000993,udp,dns,CON,2,2,130,162,3021.148054,31,29,523665.6563,652568,0,0,0.009,0.003,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,6,1,1,1,0,0,0,5,4,0,Normal,0
6755,0.021644,tcp,-,FIN,16,18,1540,1644,1524.671967,31,29,533727.5625,574015.875,4,4,1.4222,1.245353,94.913246,2.143795,255,3244428501,3248051553,255,0.000619,0.00047,0.000149,96,91,0,0,14,0,9,6,1,9,0,0,0,8,9,0,Normal,0
6843,0.00499,udp,-,CON,4,4,568,320,1402.805664,31,29,682965.9375,384769.5625,0,0,1.305333,1.145,1.837536,1.612913,0,0,0,0,0,0,0,142,80,0,0,5,0,5,1,1,3,0,0,0,3,9,0,Normal,0
6930,0.004361,tcp,-,FIN,22,14,1470,1728,8025.682345,31,29,2575556,2944279,5,4,0.207667,0.280385,12.737816,0.364876,255,2148496728,2148789838,255,0.00073,0.000589,0.000141,67,123,0,0,6,0,3,1,1,4,0,0,0,2,6,0,Normal,0
7018,2.133555,tcp,ftp,FIN,52,54,2934,3742,49.213638,31,29,10791.37891,13772.31934,11,15,41.828314,40.245848,2756.832512,96.778766,255,3400179382,4045632165,255,0.000646,0.000522,0.000124,56,69,0,0,1,0,3,1,1,4,1,1,0,2,1,0,Normal,0
7106,0.006964,tcp,ssh,FIN,30,26,3624,5578,7897.759974,31,29,4025272.75,6161976,7,7,0.240138,0.22348,13.347825,13.579914,255,1498339620,3648254623,255,0.000758,0.00063,0.000128,121,215,0,0,1,0,3,1,1,1,0,0,0,3,1,0,Normal,0
7194,0.043837,tcp,-,FIN,38,40,2438,19266,1756.507073,31,29,433241.3438,3428154.25,7,13,1.176243,1.111359,70.828811,69.895117,255,735630609,2961163289,255,0.000616,0.000491,0.000125,64,482,0,0,6,0,3,1,1,1,0,0,0,3,3,0,Normal,0
7281,0.030233,udp,-,CON,4,4,568,312,231.535082,31,29,112724.5078,61919.09766,0,0,5.010667,9.575333,7.073425,13.531667,0,0,0,0,0,0,0,142,78,0,0,7,0,3,1,1,5,0,0,0,2,7,0,Normal,0
7369,1.008718,tcp,http,FIN,14,18,1684,10168,30.732077,31,29,12403.86328,76167.96875,3,5,77.567767,59.305882,8766.09183,7675.356595,255,1755629173,1756661125,255,0.000639,0.000514,0.000125,120,565,1,3924,1,0,3,1,1,4,0,0,1,1,3,0,Normal,0
7457,0.042794,tcp,-,FIN,38,40,2438,19266,1799.317646,31,29,443800.5313,3511707.25,7,13,1.213686,1.083436,71.875941,68.528256,255,2532956920,2578903417,255,0.000683,0.000536,0.000147,64,482,0,0,11,0,5,1,1,2,0,0,0,5,5,0,Normal,0
7544,0.051647,tcp,-,FIN,68,70,4014,59460,2652.62261,31,29,612620.3125,9078707,7,28,0.76603,0.751059,45.334844,43.407047,255,4092956689,4106435427,255,0.000713,0.000568,0.000145,59,849,0,0,2,0,4,1,1,2,0,0,0,1,14,0,Normal,0
7632,0.841598,tcp,ftp,FIN,52,54,2934,3742,124.762658,31,29,27357.48047,34914.53125,11,15,16.495745,15.869773,1412.526078,52.661574,255,2305472226,156924162,255,0.000635,0.000496,0.000139,56,69,0,0,1,0,5,1,1,7,1,1,0,8,1,0,Normal,0
7720,0.001042,udp,dns,CON,2,2,146,178,2879.078645,31,29,560460.625,683301.3125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,1,0,1,1,1,1,0,0,0,2,1,0,Normal,0
7808,0.015909,tcp,-,FIN,48,50,2974,30506,6097.17794,31,29,1464831.25,15033504,7,18,0.339087,0.311245,18.547248,17.723411,255,48405367,48736590,255,0.000799,0.000649,0.00015,62,610,0,0,4,0,5,1,1,1,0,0,0,3,15,0,Normal,0
7895,0.003936,tcp,http,FIN,8,10,1052,824,4319.105506,31,29,1871951.125,1508130,2,2,0.513,0.376333,32.761916,0.671752,255,279883697,2426317589,255,0.000673,0.000545,0.000128,132,82,1,83,3,0,8,2,1,12,0,0,1,16,1,0,Normal,0
7983,0.001732,udp,-,CON,4,4,528,304,4041.570361,31,29,1829099.25,1053117.75,0,0,0.434333,0.225,0.608583,0.312544,0,0,0,0,0,0,0,132,76,0,0,6,0,4,1,1,4,0,0,0,5,9,0,Normal,0
8071,0.012065,tcp,-,FIN,40,42,2558,23162,6713.634535,31,29,1654372.125,14992789,7,14,0.309395,0.281512,0,16.872144,255,699878095,2860998127,255,0.000641,0.000519,0.000122,64,551,0,0,9,0,3,1,1,2,0,0,0,3,13,0,Normal,0
8158,0.011297,tcp,ssh,FIN,62,58,5928,8010,10533.77036,31,29,4130654.25,5574577.5,14,17,0.198193,0.194981,13.041069,0,255,940267455,3090156496,255,0.000781,0.000643,0.000138,96,138,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
8246,0.001743,udp,-,CON,4,4,520,304,4016.064255,31,29,1790017.25,1046471.625,0,0,0.441,0.228,0.616597,0.316082,0,0,0,0,0,0,0,130,76,0,0,8,0,4,1,1,3,0,0,0,3,9,0,Normal,0
8334,0.046304,tcp,ftp-data,FIN,6,8,320,1826,280.753291,31,29,46129.92578,276088.4688,1,2,9.1948,6.541429,641.046049,15.718633,255,733444098,2985623062,255,0.000632,0.000511,0.000121,53,228,0,0,3,0,6,1,1,4,0,0,0,4,3,0,Normal,0
8422,0.017753,tcp,-,FIN,16,18,1540,1644,1858.840818,31,29,650706.9375,699825.375,4,4,1.162733,1.018118,71.71172,1.946527,255,2079884370,2085402396,255,0.000556,0.000442,0.000114,96,91,0,0,9,0,11,6,1,6,0,0,0,11,10,0,Normal,0
8509,0.004458,udp,-,CON,4,4,568,312,1570.210874,31,29,764468.375,419919.25,0,0,1.193667,1.015,1.679616,1.425527,0,0,0,0,0,0,0,142,78,0,0,9,0,4,1,1,3,0,0,0,4,6,0,Normal,0
8597,0.01797,tcp,-,FIN,16,18,1540,1644,1836.394045,31,29,642849.1875,691374.5625,4,4,1.177467,1.030823,71.350645,2.191206,255,2501977155,2501827380,255,0.000569,0.000443,0.000126,96,91,0,0,23,0,7,12,1,7,0,0,0,17,6,0,Normal,0
8685,0.000945,udp,dns,CON,2,2,130,162,3174.603249,31,29,550264.5625,685714.3125,0,0,0.003,0.005,0,0,0,0,0,0,0,0,0,65,81,0,0,1,0,5,1,1,1,0,0,0,2,2,0,Normal,0
8772,0.001157,udp,dns,CON,2,2,146,178,2592.91279,31,29,504753.6875,615384.625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,1,1,1,1,0,0,0,2,1,0,Normal,0
