id,timestamp,attack_type,source_ip,target_port,attempts,confidence,status,risk_score
154,2025-11-04 09:49:30,Ciphertext Analysis,192.168.226.34,3306,22,0.816,Analyzed,93
155,2026-02-22 21:23:44,Brute Force,192.168.152.136,5432,392,0.884,Analyzed,97
156,2026-01-03 18:45:15,Dictionary Attack,192.168.223.197,80,102,0.763,Analyzed,86
157,2025-12-30 05:18:31,Dictionary Attack,192.168.152.208,5432,321,0.951,Detected,65
158,2026-03-18 16:00:07,Brute Force,192.168.237.101,443,453,0.909,Warning,84
159,2026-04-24 19:14:39,Dictionary Attack,192.168.8.203,5432,403,0.924,Analyzed,99
160,2026-03-05 14:31:22,Key Recovery,192.168.53.142,3306,82,0.867,Blocked,79
161,2025-11-17 13:36:32,Brute Force,192.168.152.136,5432,209,0.791,Blocked,92
162,2025-11-22 02:40:47,Ciphertext Analysis,192.168.132.1,22,430,0.795,Warning,65
163,2026-01-11 18:28:55,Ciphertext Analysis,192.168.176.69,5432,404,0.909,Blocked,80
164,2026-02-22 13:38:18,Ciphertext Analysis,192.168.82.158,3306,163,0.779,Analyzed,80
165,2026-01-21 01:23:00,Brute Force,192.168.220.65,27017,464,0.674,Blocked,92
166,2026-02-26 03:04:57,Dictionary Attack,192.168.174.224,6379,103,0.702,Detected,83
167,2025-12-16 15:11:39,Ciphertext Analysis,192.168.234.37,3306,156,0.843,Warning,77
168,2026-04-02 01:31:42,Side Channel,192.168.66.183,27017,202,0.745,Detected,95
169,2026-01-30 21:51:46,Dictionary Attack,192.168.164.148,5432,123,0.678,Detected,86
170,2025-12-04 05:07:07,Brute Force,192.168.167.233,5432,349,0.725,Warning,81
171,2026-02-09 20:51:32,Brute Force,192.168.109.196,3306,114,0.838,Warning,68
172,2026-03-27 00:03:58,Ciphertext Analysis,192.168.152.175,80,309,0.98,Detected,97
173,2025-11-18 08:15:22,Key Recovery,192.168.29.134,22,414,0.776,Detected,94
174,2026-03-10 15:45:51,Brute Force,192.168.167.233,443,20,0.95,Analyzed,70
175,2026-01-09 03:33:32,Ciphertext Analysis,192.168.229.116,3306,413,0.941,Analyzed,67
176,2025-12-08 03:52:06,Side Channel,192.168.123.47,443,374,0.954,Warning,75
177,2025-12-29 00:51:46,Brute Force,192.168.34.1,6379,37,0.783,Detected,95
178,2025-11-19 10:09:23,Key Recovery,192.168.82.158,3306,322,0.786,Analyzed,89
179,2026-02-28 17:59:15,Ciphertext Analysis,192.168.234.37,22,73,0.657,Analyzed,62
180,2026-02-18 19:39:45,Side Channel,192.168.40.232,6379,369,0.875,Warning,65
181,2026-01-30 09:02:35,Brute Force,192.168.93.135,443,479,0.864,Warning,98
182,2025-11-21 14:26:58,Key Recovery,192.168.40.232,3306,243,0.783,Analyzed,98
183,2025-12-21 13:15:36,Brute Force,192.168.123.47,5432,139,0.846,Analyzed,89
184,2025-11-29 19:38:22,Ciphertext Analysis,192.168.7.129,5432,342,0.961,Detected,78
185,2025-12-12 10:26:00,Dictionary Attack,192.168.40.232,6379,354,0.938,Analyzed,96
186,2025-11-10 09:49:08,Brute Force,192.168.229.116,27017,54,0.813,Analyzed,75
187,2026-01-23 05:04:39,Dictionary Attack,192.168.8.203,80,37,0.891,Blocked,89
188,2025-11-14 11:50:56,Dictionary Attack,192.168.132.1,3306,84,0.836,Detected,93
189,2025-11-21 17:50:34,Brute Force,192.168.138.71,5432,73,0.767,Analyzed,68
190,2025-11-28 11:34:29,Key Recovery,192.168.167.233,80,32,0.658,Detected,61
191,2026-04-28 17:24:25,Brute Force,192.168.128.222,27017,278,0.963,Analyzed,74
192,2026-03-06 05:04:16,Brute Force,192.168.128.222,27017,66,0.977,Blocked,78
193,2025-11-09 02:12:34,Dictionary Attack,192.168.115.160,80,262,0.716,Blocked,86
194,2025-12-30 06:00:32,Ciphertext Analysis,192.168.152.208,443,146,0.718,Blocked,65
195,2026-04-12 05:26:24,Dictionary Attack,192.168.152.175,3306,310,0.906,Analyzed,75
196,2026-03-19 02:57:35,Ciphertext Analysis,192.168.8.203,6379,469,0.899,Detected,71
197,2026-02-04 17:08:49,Brute Force,192.168.124.196,3306,92,0.814,Warning,74
198,2026-01-21 23:48:54,Dictionary Attack,192.168.58.180,5432,188,0.785,Detected,83
199,2026-01-02 01:16:22,Side Channel,192.168.31.224,22,22,0.747,Warning,85
200,2025-11-17 22:01:04,Brute Force,192.168.128.222,3306,332,0.827,Blocked,84
201,2025-12-21 12:40:42,Ciphertext Analysis,192.168.167.233,3306,338,0.742,Warning,79
202,2026-03-23 02:48:50,Side Channel,192.168.132.1,5432,251,0.953,Warning,74
203,2026-04-11 09:14:16,Side Channel,192.168.188.133,443,253,0.893,Analyzed,97
204,2025-12-05 06:17:00,Dictionary Attack,192.168.112.171,22,430,0.95,Blocked,86
205,2026-04-12 22:02:47,Brute Force,192.168.174.224,443,287,0.654,Detected,64
206,2026-04-25 05:20:01,Key Recovery,192.168.174.224,22,380,0.754,Detected,88
207,2026-02-21 05:30:53,Dictionary Attack,192.168.152.175,443,205,0.878,Warning,90
208,2026-01-25 12:29:33,Brute Force,192.168.42.202,80,402,0.763,Warning,90
209,2026-01-14 14:52:17,Dictionary Attack,192.168.225.22,6379,347,0.704,Blocked,75
210,2026-03-29 00:01:22,Brute Force,192.168.128.222,443,261,0.908,Analyzed,80
211,2026-03-31 03:48:48,Brute Force,192.168.115.160,443,171,0.713,Detected,85
212,2026-03-18 23:06:21,Brute Force,192.168.128.222,22,85,0.85,Warning,78
213,2026-02-22 11:11:27,Dictionary Attack,192.168.24.62,5432,235,0.896,Detected,70
214,2025-12-11 07:03:21,Ciphertext Analysis,192.168.131.248,22,89,0.686,Analyzed,100
215,2026-02-16 02:31:13,Brute Force,192.168.132.1,27017,133,0.858,Analyzed,95
216,2026-02-27 07:38:28,Ciphertext Analysis,192.168.115.160,5432,338,0.739,Analyzed,95
217,2026-03-07 03:59:40,Brute Force,192.168.112.171,3306,441,0.845,Detected,86
218,2026-03-24 23:36:00,Brute Force,192.168.230.131,27017,428,0.731,Warning,63
219,2026-04-07 06:30:05,Brute Force,192.168.142.49,5432,297,0.896,Warning,62
220,2026-04-22 07:32:47,Side Channel,192.168.220.65,27017,257,0.752,Warning,89
221,2026-04-05 13:47:02,Brute Force,192.168.220.65,80,437,0.849,Warning,61
222,2026-03-17 18:00:08,Ciphertext Analysis,192.168.154.119,80,16,0.944,Warning,84
223,2025-11-26 06:55:55,Brute Force,192.168.223.197,6379,412,0.935,Analyzed,90
224,2026-02-09 04:42:12,Brute Force,192.168.188.133,27017,339,0.687,Warning,88
225,2025-11-13 21:52:14,Key Recovery,192.168.226.34,3306,254,0.932,Detected,64
226,2026-03-10 21:50:46,Brute Force,192.168.226.34,5432,495,0.661,Blocked,99
227,2026-02-15 23:18:11,Key Recovery,192.168.226.34,5432,301,0.854,Warning,62
228,2025-12-08 09:09:25,Ciphertext Analysis,192.168.50.193,22,124,0.919,Warning,71
229,2025-11-02 15:56:39,Key Recovery,192.168.24.62,3306,250,0.915,Analyzed,67
230,2026-02-05 15:59:10,Brute Force,192.168.130.20,6379,164,0.845,Detected,94
231,2026-04-12 17:25:23,Brute Force,192.168.237.101,6379,123,0.85,Warning,84
232,2026-01-31 22:41:32,Brute Force,192.168.49.245,5432,458,0.782,Blocked,99
233,2026-04-16 15:44:36,Dictionary Attack,192.168.49.245,443,191,0.778,Warning,66
234,2025-11-24 11:16:01,Key Recovery,192.168.152.175,22,468,0.689,Warning,70
235,2026-03-15 16:58:05,Ciphertext Analysis,192.168.138.71,443,33,0.91,Detected,84
236,2026-03-16 21:57:58,Ciphertext Analysis,192.168.223.197,27017,284,0.702,Warning,88
237,2026-01-16 16:57:03,Dictionary Attack,192.168.237.101,80,394,0.906,Analyzed,82
238,2026-02-22 19:44:29,Dictionary Attack,192.168.164.148,3306,113,0.655,Warning,87
239,2026-03-25 16:09:13,Side Channel,192.168.34.1,27017,189,0.871,Warning,85
240,2025-12-29 15:21:31,Ciphertext Analysis,192.168.130.20,443,128,0.973,Warning,97
241,2026-01-05 14:31:01,Brute Force,192.168.40.232,5432,320,0.657,Detected,97
242,2026-04-06 14:04:29,Side Channel,192.168.49.245,27017,228,0.756,Detected,67
243,2026-03-18 01:41:16,Side Channel,192.168.115.160,80,470,0.985,Analyzed,60
244,2026-04-25 12:33:12,Side Channel,192.168.226.34,443,317,0.82,Analyzed,72
245,2026-02-14 18:48:53,Side Channel,192.168.226.34,22,398,0.869,Detected,65
246,2025-11-29 22:13:29,Brute Force,192.168.154.119,22,59,0.792,Warning,68
247,2026-01-14 18:05:23,Ciphertext Analysis,192.168.124.196,5432,179,0.873,Detected,78
248,2025-11-23 18:18:07,Brute Force,192.168.164.148,6379,333,0.668,Warning,91
249,2026-01-30 03:26:05,Dictionary Attack,192.168.176.69,443,21,0.972,Warning,78
250,2026-04-21 18:47:55,Brute Force,192.168.82.112,80,301,0.787,Blocked,64
251,2026-01-17 21:44:51,Ciphertext Analysis,192.168.93.135,22,193,0.739,Blocked,86
252,2026-04-05 07:46:03,Dictionary Attack,192.168.34.1,6379,264,0.903,Analyzed,71
253,2026-03-26 07:09:37,Ciphertext Analysis,192.168.154.119,27017,251,0.911,Warning,83
254,2026-04-22 07:52:08,Brute Force,192.168.42.202,3306,392,0.652,Analyzed,100
255,2026-01-23 21:49:52,Ciphertext Analysis,192.168.208.127,443,355,0.948,Warning,91
256,2026-04-17 16:57:37,Brute Force,192.168.123.47,6379,104,0.8,Detected,93
257,2026-01-01 10:41:40,Key Recovery,192.168.43.82,3306,180,0.777,Analyzed,62
258,2026-04-23 01:19:54,Dictionary Attack,192.168.45.232,3306,280,0.669,Detected,85
259,2026-01-11 06:21:30,Brute Force,192.168.130.20,27017,479,0.854,Detected,87
260,2026-03-20 02:48:10,Side Channel,192.168.43.82,80,62,0.745,Analyzed,73
261,2026-03-01 02:04:17,Dictionary Attack,192.168.174.224,22,479,0.955,Analyzed,98
262,2026-02-02 10:53:26,Ciphertext Analysis,192.168.109.196,443,28,0.959,Blocked,73
263,2025-11-07 16:09:01,Brute Force,192.168.49.245,5432,112,0.857,Warning,74
264,2025-12-29 14:37:30,Brute Force,192.168.50.193,6379,473,0.726,Blocked,78
265,2026-02-20 19:50:36,Brute Force,192.168.34.1,5432,425,0.691,Detected,87
266,2026-02-19 01:36:33,Brute Force,192.168.130.20,6379,160,0.923,Analyzed,64
267,2026-04-03 23:19:36,Dictionary Attack,192.168.34.1,27017,168,0.983,Analyzed,93
268,2026-02-03 11:19:12,Ciphertext Analysis,192.168.49.245,80,240,0.812,Warning,69
269,2026-01-23 01:29:39,Ciphertext Analysis,192.168.229.116,6379,65,0.745,Analyzed,89
270,2026-01-01 09:25:25,Dictionary Attack,192.168.8.203,80,256,0.804,Analyzed,88
271,2026-04-03 22:40:42,Key Recovery,192.168.13.2,80,302,0.679,Detected,100
272,2026-01-07 05:14:44,Side Channel,192.168.225.22,27017,35,0.948,Detected,77
273,2026-03-18 14:37:12,Ciphertext Analysis,192.168.154.119,3306,15,0.756,Analyzed,66
274,2025-11-01 05:28:17,Dictionary Attack,192.168.223.197,3306,353,0.927,Analyzed,76
275,2026-03-18 00:07:27,Brute Force,192.168.115.160,80,195,0.917,Blocked,65
276,2025-11-15 16:29:41,Brute Force,192.168.142.49,27017,30,0.805,Detected,99
277,2026-03-02 01:45:54,Ciphertext Analysis,192.168.131.248,27017,341,0.895,Warning,86
278,2026-04-15 04:54:06,Dictionary Attack,192.168.128.222,3306,131,0.782,Analyzed,79
279,2026-03-03 08:34:32,Side Channel,192.168.40.232,6379,45,0.664,Analyzed,77
280,2026-03-05 07:17:29,Dictionary Attack,192.168.128.222,27017,316,0.78,Blocked,65
281,2026-03-18 15:02:32,Side Channel,192.168.208.127,5432,474,0.913,Warning,93
282,2026-01-13 16:53:07,Side Channel,192.168.130.20,27017,74,0.744,Analyzed,97
283,2026-04-10 10:11:07,Side Channel,192.168.109.196,22,34,0.77,Warning,75
284,2026-03-26 04:18:52,Brute Force,192.168.24.62,27017,15,0.797,Blocked,62
285,2026-01-06 16:37:34,Brute Force,192.168.123.47,22,468,0.977,Analyzed,87
286,2026-03-12 06:53:22,Brute Force,192.168.142.49,22,469,0.755,Blocked,75
287,2025-12-02 14:39:30,Brute Force,192.168.50.193,3306,382,0.794,Blocked,69
288,2026-04-10 12:22:43,Dictionary Attack,192.168.237.101,5432,270,0.748,Analyzed,96
289,2026-02-14 23:09:17,Brute Force,192.168.152.136,443,145,0.857,Blocked,84
290,2026-03-03 08:48:16,Side Channel,192.168.45.232,443,472,0.931,Detected,65
291,2026-02-12 18:52:04,Brute Force,192.168.66.183,443,341,0.795,Detected,87
292,2025-11-23 12:29:06,Side Channel,192.168.49.245,80,172,0.934,Analyzed,95
293,2026-02-16 11:32:42,Brute Force,192.168.123.47,80,147,0.956,Blocked,96
294,2026-01-18 22:49:27,Key Recovery,192.168.43.82,22,259,0.983,Warning,93
295,2026-03-08 19:02:52,Ciphertext Analysis,192.168.31.224,5432,416,0.735,Warning,92
296,2026-03-03 00:31:04,Brute Force,192.168.152.208,22,126,0.691,Detected,96
297,2026-02-13 04:06:39,Dictionary Attack,192.168.152.136,443,193,0.824,Blocked,72
298,2026-02-06 09:36:58,Dictionary Attack,192.168.142.49,27017,51,0.972,Blocked,70
299,2026-04-07 15:33:03,Dictionary Attack,192.168.53.142,27017,29,0.839,Warning,68
300,2025-12-25 07:40:32,Side Channel,192.168.128.222,3306,225,0.91,Analyzed,70
301,2026-02-15 07:53:22,Side Channel,192.168.152.208,443,131,0.952,Blocked,95
302,2026-01-26 07:47:47,Ciphertext Analysis,192.168.7.129,22,229,0.9,Analyzed,83
303,2026-04-25 01:53:15,Key Recovery,192.168.255.117,80,493,0.983,Blocked,76
