id,timestamp,attack_type,source_ip,target_port,attempts,confidence,status,risk_score
22,2026-04-28 22:44:36,Brute Force,192.168.66.69,443,28,0.82,Warning,100
23,2026-04-28 22:44:36,Dictionary Attack,192.168.187.121,3306,185,0.871,Warning,98
24,2026-04-28 22:44:36,Ciphertext Analysis,192.168.86.164,443,83,0.912,Detected,98
25,2026-04-28 22:44:36,Side Channel,192.168.234.92,5432,149,0.811,Detected,75
26,2026-04-28 22:44:36,Key Recovery,192.168.141.106,22,158,0.73,Detected,70
27,2026-04-28 22:44:36,Ciphertext Analysis,192.168.147.226,22,454,0.762,Analyzed,84
28,2026-04-28 22:44:36,Ciphertext Analysis,192.168.136.65,3306,11,0.691,Analyzed,64
29,2026-04-28 22:44:36,Ciphertext Analysis,192.168.148.170,80,243,0.665,Analyzed,81
30,2026-04-28 22:44:36,Brute Force,192.168.147.226,5432,312,0.729,Analyzed,99
31,2026-04-28 22:44:36,Side Channel,192.168.42.17,27017,360,0.884,Warning,74
32,2026-04-28 22:44:36,Brute Force,192.168.242.189,27017,291,0.799,Warning,82
33,2026-04-28 22:44:36,Ciphertext Analysis,192.168.121.26,27017,490,0.796,Analyzed,84
34,2026-04-28 22:44:36,Brute Force,192.168.23.233,5432,61,0.735,Detected,70
35,2026-04-28 22:44:36,Dictionary Attack,192.168.122.57,80,11,0.968,Blocked,98
36,2026-04-28 22:44:36,Brute Force,192.168.122.57,6379,144,0.914,Blocked,72
37,2026-04-28 22:44:36,Ciphertext Analysis,192.168.151.54,6379,403,0.73,Warning,73
38,2026-04-28 22:44:36,Brute Force,192.168.139.176,22,59,0.757,Blocked,95
39,2026-04-28 22:44:36,Ciphertext Analysis,192.168.147.226,27017,136,0.763,Warning,98
40,2026-04-28 22:44:36,Ciphertext Analysis,192.168.21.171,80,50,0.772,Detected,91
41,2026-04-28 22:44:36,Ciphertext Analysis,192.168.187.121,5432,350,0.77,Detected,87
42,2026-04-28 22:44:36,Brute Force,192.168.42.17,80,449,0.718,Detected,100
43,2026-04-28 22:44:36,Brute Force,192.168.253.35,80,496,0.856,Warning,68
44,2026-04-28 22:44:36,Dictionary Attack,192.168.77.13,22,145,0.76,Blocked,64
45,2026-04-28 22:44:36,Brute Force,192.168.134.227,3306,411,0.803,Warning,65
46,2026-04-28 22:44:36,Key Recovery,192.168.21.134,443,263,0.772,Analyzed,72
47,2026-04-28 22:44:36,Key Recovery,192.168.249.232,80,353,0.86,Blocked,95
48,2026-04-28 22:44:36,Side Channel,192.168.252.222,443,18,0.693,Detected,74
49,2026-04-28 22:44:36,Side Channel,192.168.7.192,5432,485,0.897,Detected,72
50,2026-04-28 22:44:36,Ciphertext Analysis,192.168.147.63,3306,141,0.938,Warning,60
51,2026-04-28 22:44:36,Dictionary Attack,192.168.66.69,6379,5,0.733,Warning,91
52,2026-04-28 22:44:36,Dictionary Attack,192.168.88.184,5432,114,0.821,Detected,64
53,2026-04-28 22:44:36,Brute Force,192.168.141.106,80,482,0.811,Analyzed,95
54,2026-04-28 22:44:36,Side Channel,192.168.151.54,443,220,0.925,Detected,61
55,2026-04-28 22:44:36,Side Channel,192.168.19.119,5432,446,0.883,Detected,64
56,2026-04-28 22:44:36,Dictionary Attack,192.168.68.239,80,204,0.914,Detected,70
57,2026-04-28 22:44:36,Key Recovery,192.168.180.220,27017,19,0.933,Analyzed,92
58,2026-04-28 22:44:36,Ciphertext Analysis,192.168.134.227,5432,481,0.691,Blocked,77
59,2026-04-28 22:44:36,Dictionary Attack,192.168.134.227,22,255,0.975,Analyzed,70
60,2026-04-28 22:44:36,Dictionary Attack,192.168.134.227,5432,121,0.759,Warning,87
61,2026-04-28 22:44:36,Brute Force,192.168.88.184,80,333,0.899,Detected,95
62,2026-04-28 22:44:36,Side Channel,192.168.21.171,3306,191,0.684,Analyzed,91
63,2026-04-28 22:44:36,Ciphertext Analysis,192.168.52.209,22,397,0.823,Analyzed,98
64,2026-04-28 22:44:36,Ciphertext Analysis,192.168.108.21,6379,308,0.871,Detected,68
65,2026-04-28 22:44:36,Side Channel,192.168.21.171,6379,456,0.73,Blocked,61
66,2026-04-28 22:44:36,Dictionary Attack,192.168.19.119,3306,293,0.99,Detected,60
67,2026-04-28 22:44:36,Dictionary Attack,192.168.180.220,3306,84,0.757,Detected,84
68,2026-04-28 22:44:36,Dictionary Attack,192.168.27.68,3306,56,0.879,Warning,93
69,2026-04-28 22:44:36,Dictionary Attack,192.168.123.88,27017,60,0.664,Blocked,98
70,2026-04-28 22:44:36,Dictionary Attack,192.168.86.164,5432,15,0.751,Blocked,60
71,2026-04-28 22:44:36,Side Channel,192.168.122.57,443,475,0.763,Warning,67
72,2026-04-28 22:44:36,Dictionary Attack,192.168.86.164,27017,482,0.926,Analyzed,60
73,2026-04-28 22:44:36,Key Recovery,192.168.249.232,5432,104,0.851,Blocked,87
74,2026-04-28 22:44:36,Brute Force,192.168.121.26,5432,236,0.871,Analyzed,69
75,2026-04-28 22:44:36,Dictionary Attack,192.168.42.17,3306,151,0.686,Warning,94
76,2026-04-28 22:44:36,Dictionary Attack,192.168.68.239,6379,411,0.724,Detected,60
77,2026-04-28 22:44:36,Brute Force,192.168.180.220,5432,497,0.811,Analyzed,98
78,2026-04-28 22:44:36,Ciphertext Analysis,192.168.52.209,80,126,0.824,Warning,85
79,2026-04-28 22:44:36,Brute Force,192.168.201.160,5432,479,0.866,Warning,60
80,2026-04-28 22:44:36,Brute Force,192.168.234.92,443,489,0.983,Detected,76
81,2026-04-28 22:44:36,Brute Force,192.168.190.164,3306,250,0.909,Detected,64
82,2026-04-28 22:44:36,Dictionary Attack,192.168.86.164,443,90,0.707,Warning,89
83,2026-04-28 22:44:36,Side Channel,192.168.60.82,22,125,0.808,Blocked,82
84,2026-04-28 22:44:36,Brute Force,192.168.142.60,6379,256,0.946,Warning,72
85,2026-04-28 22:44:36,Side Channel,192.168.201.160,3306,270,0.989,Detected,97
86,2026-04-28 22:44:36,Key Recovery,192.168.21.171,6379,444,0.752,Blocked,74
87,2026-04-28 22:44:36,Brute Force,192.168.249.232,80,108,0.981,Blocked,68
88,2026-04-28 22:44:36,Brute Force,192.168.180.220,27017,387,0.92,Analyzed,60
89,2026-04-28 22:44:36,Brute Force,192.168.142.60,443,201,0.701,Warning,100
90,2026-04-28 22:44:36,Side Channel,192.168.21.134,27017,370,0.768,Blocked,94
91,2026-04-28 22:44:36,Ciphertext Analysis,192.168.68.239,443,440,0.715,Detected,75
92,2026-04-28 22:44:36,Side Channel,192.168.21.134,5432,121,0.655,Detected,97
93,2026-04-28 22:44:36,Brute Force,192.168.227.242,27017,406,0.67,Warning,77
94,2026-04-28 22:44:36,Side Channel,192.168.52.209,22,118,0.66,Blocked,64
95,2026-04-28 22:44:36,Brute Force,192.168.21.134,22,6,0.89,Analyzed,64
96,2026-04-28 22:44:36,Side Channel,192.168.45.37,5432,251,0.671,Detected,81
97,2026-04-28 22:44:36,Side Channel,192.168.147.63,80,234,0.87,Detected,63
98,2026-04-28 22:44:36,Brute Force,192.168.67.41,27017,94,0.869,Blocked,92
99,2026-04-28 22:44:36,Dictionary Attack,192.168.249.232,80,223,0.855,Blocked,90
100,2026-04-28 22:44:36,Side Channel,192.168.227.242,80,134,0.902,Analyzed,69
101,2026-04-28 22:44:36,Side Channel,192.168.242.189,3306,352,0.927,Detected,79
102,2026-04-28 22:44:36,Ciphertext Analysis,192.168.201.160,3306,157,0.863,Blocked,81
103,2026-04-28 22:44:36,Key Recovery,192.168.180.220,5432,206,0.736,Warning,82
104,2026-04-28 22:44:36,Key Recovery,192.168.42.17,22,145,0.65,Warning,66
105,2026-04-28 22:44:36,Dictionary Attack,192.168.211.221,6379,154,0.681,Detected,79
106,2026-04-28 22:44:36,Side Channel,192.168.36.81,6379,406,0.954,Analyzed,69
107,2026-04-28 22:44:36,Key Recovery,192.168.81.234,3306,405,0.801,Warning,76
108,2026-04-28 22:44:36,Dictionary Attack,192.168.77.13,80,324,0.853,Blocked,67
109,2026-04-28 22:44:36,Dictionary Attack,192.168.7.133,27017,317,0.827,Warning,65
110,2026-04-28 22:44:36,Key Recovery,192.168.52.209,5432,402,0.771,Blocked,92
111,2026-04-28 22:44:36,Dictionary Attack,192.168.47.2,27017,294,0.764,Analyzed,71
112,2026-04-28 22:44:36,Key Recovery,192.168.211.221,3306,430,0.862,Blocked,83
113,2026-04-28 22:44:36,Brute Force,192.168.21.171,443,416,0.69,Warning,94
114,2026-04-28 22:44:36,Dictionary Attack,192.168.60.82,443,170,0.678,Blocked,75
115,2026-04-28 22:44:36,Dictionary Attack,192.168.81.234,80,411,0.839,Analyzed,66
116,2026-04-28 22:44:36,Dictionary Attack,192.168.252.222,3306,410,0.67,Detected,91
117,2026-04-28 22:44:36,Dictionary Attack,192.168.151.54,3306,234,0.792,Detected,91
118,2026-04-28 22:44:36,Brute Force,192.168.42.17,80,161,0.804,Analyzed,91
119,2026-04-28 22:44:36,Side Channel,192.168.175.239,5432,475,0.94,Blocked,66
120,2026-04-28 22:44:36,Brute Force,192.168.249.232,5432,397,0.963,Warning,90
121,2026-04-28 22:44:36,Ciphertext Analysis,192.168.108.21,6379,121,0.93,Blocked,75
122,2026-04-28 22:44:36,Ciphertext Analysis,192.168.147.63,5432,495,0.873,Analyzed,78
123,2026-04-28 22:44:36,Brute Force,192.168.21.171,22,72,0.669,Warning,71
124,2026-04-28 22:44:36,Dictionary Attack,192.168.88.184,22,298,0.926,Analyzed,86
125,2026-04-28 22:44:36,Dictionary Attack,192.168.77.13,5432,98,0.705,Analyzed,97
126,2026-04-28 22:44:36,Brute Force,192.168.77.13,22,159,0.97,Detected,84
127,2026-04-28 22:44:36,Brute Force,192.168.36.81,80,375,0.947,Analyzed,98
128,2026-04-28 22:44:36,Side Channel,192.168.211.221,443,133,0.904,Blocked,77
129,2026-04-28 22:44:36,Side Channel,192.168.156.221,443,448,0.823,Analyzed,71
130,2026-04-28 22:44:36,Side Channel,192.168.141.106,5432,52,0.765,Detected,64
131,2026-04-28 22:44:36,Brute Force,192.168.122.57,80,462,0.97,Detected,67
132,2026-04-28 22:44:36,Dictionary Attack,192.168.21.134,22,245,0.76,Blocked,70
133,2026-04-28 22:44:36,Dictionary Attack,192.168.21.171,6379,176,0.665,Warning,90
134,2026-04-28 22:44:36,Brute Force,192.168.42.17,443,270,0.884,Blocked,67
135,2026-04-28 22:44:36,Dictionary Attack,192.168.36.81,6379,339,0.729,Analyzed,78
136,2026-04-28 22:44:36,Brute Force,192.168.187.121,27017,440,0.931,Warning,72
137,2026-04-28 22:44:36,Ciphertext Analysis,192.168.202.178,22,169,0.902,Analyzed,61
138,2026-04-28 22:44:36,Ciphertext Analysis,192.168.136.65,6379,397,0.915,Blocked,93
139,2026-04-28 22:44:36,Key Recovery,192.168.45.37,22,264,0.781,Detected,61
140,2026-04-28 22:44:36,Side Channel,192.168.60.82,3306,107,0.727,Detected,82
141,2026-04-28 22:44:36,Ciphertext Analysis,192.168.175.239,3306,415,0.916,Analyzed,71
142,2026-04-28 22:44:36,Ciphertext Analysis,192.168.42.17,5432,472,0.787,Detected,69
143,2026-04-28 22:44:36,Dictionary Attack,192.168.108.21,443,220,0.962,Warning,92
144,2026-04-28 22:44:36,Dictionary Attack,192.168.19.119,443,96,0.884,Analyzed,75
145,2026-04-28 22:44:36,Dictionary Attack,192.168.60.82,6379,482,0.72,Detected,92
146,2026-04-28 22:44:36,Brute Force,192.168.147.226,6379,25,0.811,Detected,90
147,2026-04-28 22:44:36,Brute Force,192.168.52.209,3306,346,0.871,Analyzed,80
148,2026-04-28 22:44:36,Ciphertext Analysis,192.168.67.41,22,143,0.881,Analyzed,91
149,2026-04-28 22:44:36,Side Channel,192.168.86.164,5432,207,0.691,Blocked,89
150,2026-04-28 22:44:36,Side Channel,192.168.7.133,5432,74,0.82,Blocked,86
151,2026-04-28 22:44:36,Dictionary Attack,192.168.42.17,27017,438,0.802,Detected,63
152,2026-04-28 22:44:36,Dictionary Attack,192.168.7.192,80,440,0.783,Analyzed,83
153,2026-04-28 22:44:36,Side Channel,192.168.88.184,3306,14,0.688,Detected,82
154,2026-04-28 22:44:36,Key Recovery,192.168.77.13,5432,63,0.663,Detected,96
155,2026-04-28 22:44:36,Side Channel,192.168.86.164,80,74,0.915,Detected,96
156,2026-04-28 22:44:36,Brute Force,192.168.7.192,3306,355,0.736,Warning,76
157,2026-04-28 22:44:36,Key Recovery,192.168.134.227,80,331,0.9,Analyzed,92
158,2026-04-28 22:44:36,Dictionary Attack,192.168.144.214,22,206,0.653,Analyzed,88
159,2026-04-28 22:44:36,Dictionary Attack,192.168.211.221,5432,403,0.792,Blocked,64
160,2026-04-28 22:44:36,Brute Force,192.168.45.37,3306,377,0.989,Analyzed,78
161,2026-04-28 22:44:36,Brute Force,192.168.249.232,5432,374,0.96,Analyzed,70
162,2026-04-28 22:44:36,Brute Force,192.168.141.106,6379,226,0.911,Detected,70
163,2026-04-28 22:44:36,Dictionary Attack,192.168.202.178,22,487,0.888,Detected,60
164,2026-04-28 22:44:36,Dictionary Attack,192.168.36.81,27017,391,0.969,Detected,92
165,2026-04-28 22:44:36,Brute Force,192.168.139.176,27017,79,0.953,Warning,80
166,2026-04-28 22:44:36,Side Channel,192.168.242.189,443,21,0.849,Blocked,68
167,2026-04-28 22:44:36,Brute Force,192.168.42.17,22,202,0.898,Blocked,74
168,2026-04-28 22:44:36,Brute Force,192.168.234.92,22,352,0.804,Warning,84
169,2026-04-28 22:44:36,Ciphertext Analysis,192.168.19.119,80,21,0.916,Blocked,95
170,2026-04-28 22:44:36,Ciphertext Analysis,192.168.151.54,27017,498,0.796,Analyzed,66
171,2026-04-28 22:44:36,Brute Force,192.168.19.119,5432,59,0.869,Detected,64
172,2026-04-28 22:44:36,Dictionary Attack,192.168.19.119,5432,29,0.721,Blocked,88
173,2026-04-28 22:44:36,Brute Force,192.168.44.235,27017,261,0.97,Warning,97
174,2026-04-28 22:44:36,Brute Force,192.168.88.184,22,383,0.839,Analyzed,83
175,2026-04-28 22:44:36,Side Channel,192.168.217.161,27017,465,0.906,Warning,93
176,2026-04-28 22:44:36,Brute Force,192.168.202.178,6379,406,0.98,Detected,93
177,2026-04-28 22:44:36,Brute Force,192.168.139.176,443,116,0.982,Detected,95
178,2026-04-28 22:44:36,Dictionary Attack,192.168.21.171,6379,44,0.741,Detected,74
179,2026-04-28 22:44:36,Dictionary Attack,192.168.234.92,443,106,0.926,Warning,100
180,2026-04-28 22:44:36,Brute Force,192.168.187.121,5432,77,0.91,Warning,96
181,2026-04-28 22:44:36,Dictionary Attack,192.168.211.221,27017,264,0.73,Detected,62
182,2026-04-28 22:44:36,Side Channel,192.168.47.2,6379,140,0.952,Blocked,95
183,2026-04-28 22:44:36,Ciphertext Analysis,192.168.201.160,80,267,0.839,Analyzed,78
184,2026-04-28 22:44:36,Brute Force,192.168.141.106,6379,434,0.877,Blocked,66
185,2026-04-28 22:44:36,Ciphertext Analysis,192.168.141.106,22,377,0.801,Blocked,64
186,2026-04-28 22:44:36,Dictionary Attack,192.168.156.221,22,318,0.842,Detected,74
187,2026-04-28 22:44:36,Side Channel,192.168.217.161,27017,100,0.872,Detected,99
188,2026-04-28 22:44:36,Dictionary Attack,192.168.67.41,27017,472,0.837,Warning,81
189,2026-04-28 22:44:36,Dictionary Attack,192.168.249.232,6379,49,0.707,Blocked,60
190,2026-04-28 22:44:36,Brute Force,192.168.190.164,27017,210,0.711,Blocked,71
191,2026-04-28 22:44:36,Ciphertext Analysis,192.168.139.176,3306,106,0.726,Detected,89
192,2026-04-28 22:44:36,Ciphertext Analysis,192.168.77.13,443,21,0.81,Blocked,73
193,2026-04-28 22:44:36,Ciphertext Analysis,192.168.234.92,443,260,0.812,Warning,84
194,2026-04-28 22:44:36,Side Channel,192.168.134.227,80,11,0.674,Warning,81
195,2026-04-28 22:44:36,Brute Force,192.168.27.68,5432,386,0.904,Blocked,72
196,2026-04-28 22:44:36,Dictionary Attack,192.168.202.178,22,246,0.889,Detected,96
197,2026-04-28 22:44:36,Dictionary Attack,192.168.253.35,443,157,0.971,Warning,62
198,2026-04-28 22:44:36,Side Channel,192.168.234.92,6379,339,0.829,Detected,96
199,2026-04-28 22:44:36,Key Recovery,192.168.27.68,27017,149,0.921,Analyzed,76
200,2026-04-28 22:44:36,Ciphertext Analysis,192.168.44.235,5432,7,0.931,Warning,62
201,2026-04-28 22:44:36,Brute Force,192.168.77.13,27017,276,0.857,Analyzed,64
202,2026-04-28 22:44:36,Dictionary Attack,192.168.227.242,27017,481,0.93,Analyzed,84
203,2026-04-28 22:44:36,Key Recovery,192.168.42.17,27017,403,0.705,Warning,90
204,2026-04-28 22:44:36,Ciphertext Analysis,192.168.156.221,6379,218,0.872,Warning,69
205,2026-04-28 22:44:36,Dictionary Attack,192.168.27.68,3306,482,0.875,Warning,91
206,2026-04-28 22:44:36,Dictionary Attack,192.168.180.220,6379,64,0.93,Analyzed,90
207,2026-04-28 22:44:36,Ciphertext Analysis,192.168.242.189,6379,455,0.655,Detected,88
208,2026-04-28 22:44:36,Key Recovery,192.168.242.189,80,374,0.968,Analyzed,78
209,2026-04-28 22:44:36,Side Channel,192.168.190.164,443,499,0.769,Warning,94
210,2026-04-28 22:44:36,Brute Force,192.168.156.221,6379,37,0.889,Analyzed,68
211,2026-04-28 22:44:36,Dictionary Attack,192.168.67.41,5432,464,0.789,Analyzed,82
212,2026-04-28 22:44:36,Side Channel,192.168.27.68,80,345,0.722,Analyzed,92
213,2026-04-28 22:44:36,Dictionary Attack,192.168.134.227,6379,236,0.941,Warning,60
214,2026-04-28 22:44:36,Key Recovery,192.168.42.17,22,183,0.836,Blocked,99
215,2026-04-28 22:44:36,Dictionary Attack,192.168.77.13,5432,227,0.906,Analyzed,88
216,2026-04-28 22:44:36,Dictionary Attack,192.168.86.164,6379,245,0.95,Analyzed,69
217,2026-04-28 22:44:36,Dictionary Attack,192.168.81.234,80,383,0.801,Warning,90
218,2026-04-28 22:44:36,Dictionary Attack,192.168.141.106,22,210,0.864,Warning,100
219,2026-04-28 22:44:36,Dictionary Attack,192.168.88.184,22,419,0.966,Blocked,63
220,2026-04-28 22:44:36,Dictionary Attack,192.168.190.164,27017,357,0.804,Blocked,91
221,2026-04-28 22:44:36,Dictionary Attack,192.168.86.164,27017,491,0.759,Analyzed,92
222,2026-04-28 22:44:36,Dictionary Attack,192.168.7.192,5432,354,0.738,Detected,87
223,2026-04-28 22:44:36,Ciphertext Analysis,192.168.23.233,27017,354,0.869,Warning,81
224,2026-04-28 22:44:36,Brute Force,192.168.77.13,443,143,0.8,Detected,83
225,2026-04-28 22:44:36,Dictionary Attack,192.168.45.37,22,323,0.718,Warning,70
226,2026-04-28 22:44:36,Dictionary Attack,192.168.47.2,22,389,0.703,Blocked,71
227,2026-04-28 22:44:36,Dictionary Attack,192.168.21.171,443,331,0.709,Blocked,91
228,2026-04-28 22:44:36,Ciphertext Analysis,192.168.36.81,5432,78,0.901,Blocked,73
229,2026-04-28 22:44:36,Brute Force,192.168.253.35,6379,406,0.768,Warning,100
230,2026-04-28 22:44:36,Key Recovery,192.168.253.35,27017,102,0.66,Analyzed,78
231,2026-04-28 22:44:36,Ciphertext Analysis,192.168.217.161,443,65,0.888,Detected,93
232,2026-04-28 22:44:36,Side Channel,192.168.88.184,443,111,0.712,Analyzed,76
233,2026-04-28 22:44:36,Dictionary Attack,192.168.249.232,443,476,0.717,Blocked,94
234,2026-04-28 22:44:36,Brute Force,192.168.144.214,443,348,0.985,Analyzed,79
235,2026-04-28 22:44:36,Brute Force,192.168.144.214,80,495,0.927,Blocked,71
236,2026-04-28 22:44:36,Dictionary Attack,192.168.234.92,27017,131,0.715,Warning,66
237,2026-04-28 22:44:36,Dictionary Attack,192.168.142.60,80,241,0.882,Warning,99
238,2026-04-28 22:44:36,Brute Force,192.168.122.57,80,219,0.829,Analyzed,80
239,2026-04-28 22:44:36,Brute Force,192.168.134.227,6379,233,0.795,Detected,60
240,2026-04-28 22:44:36,Dictionary Attack,192.168.180.220,80,80,0.935,Analyzed,66
241,2026-04-28 22:44:36,Dictionary Attack,192.168.211.221,6379,398,0.73,Detected,76
242,2026-04-28 22:44:36,Side Channel,192.168.86.164,443,460,0.672,Detected,91
243,2026-04-28 22:44:36,Brute Force,192.168.144.214,5432,248,0.781,Blocked,67
244,2026-04-28 22:44:36,Side Channel,192.168.77.13,3306,294,0.9,Detected,71
245,2026-04-28 22:44:36,Side Channel,192.168.108.21,6379,40,0.775,Analyzed,66
246,2026-04-28 22:44:36,Key Recovery,192.168.66.69,22,170,0.814,Warning,93
247,2026-04-28 22:44:36,Key Recovery,192.168.121.26,3306,466,0.675,Analyzed,76
248,2026-04-28 22:44:36,Ciphertext Analysis,192.168.19.119,6379,452,0.887,Blocked,63
249,2026-04-28 22:44:36,Ciphertext Analysis,192.168.45.37,5432,235,0.695,Analyzed,74
250,2026-04-28 22:44:36,Brute Force,192.168.21.171,3306,39,0.978,Warning,96
251,2026-04-28 22:44:36,Brute Force,192.168.21.171,5432,127,0.874,Detected,80
252,2026-04-28 22:44:36,Ciphertext Analysis,192.168.190.164,443,469,0.66,Warning,92
253,2026-04-28 22:44:36,Dictionary Attack,192.168.217.161,80,409,0.834,Detected,75
254,2026-04-28 22:44:36,Dictionary Attack,192.168.45.37,443,43,0.701,Blocked,98
255,2026-04-28 22:44:36,Key Recovery,192.168.151.54,22,156,0.883,Warning,70
256,2026-04-28 22:44:36,Ciphertext Analysis,192.168.151.54,3306,437,0.653,Blocked,63
257,2026-04-28 22:44:36,Key Recovery,192.168.36.81,80,350,0.721,Analyzed,93
258,2026-04-28 22:44:36,Dictionary Attack,192.168.23.233,5432,469,0.928,Warning,65
259,2026-04-28 22:44:36,Dictionary Attack,192.168.202.178,3306,225,0.722,Blocked,100
260,2026-04-28 22:44:36,Dictionary Attack,192.168.47.2,443,392,0.846,Detected,84
261,2026-04-28 22:44:36,Key Recovery,192.168.7.192,443,476,0.794,Blocked,65
262,2026-04-28 22:44:36,Dictionary Attack,192.168.202.178,22,489,0.938,Analyzed,66
263,2026-04-28 22:44:36,Ciphertext Analysis,192.168.68.239,80,344,0.719,Warning,82
264,2026-04-28 22:44:36,Side Channel,192.168.211.221,80,489,0.663,Analyzed,100
265,2026-04-28 22:44:36,Side Channel,192.168.21.134,3306,375,0.747,Warning,61
266,2026-04-28 22:44:36,Ciphertext Analysis,192.168.21.171,5432,207,0.941,Analyzed,80
267,2026-04-28 22:44:36,Key Recovery,192.168.234.92,5432,92,0.954,Warning,95
268,2026-04-28 22:44:36,Brute Force,192.168.141.106,443,95,0.79,Warning,73
269,2026-04-28 22:44:36,Side Channel,192.168.68.239,22,437,0.92,Warning,64
270,2026-04-28 22:44:36,Dictionary Attack,192.168.66.69,80,169,0.786,Blocked,88
271,2026-04-28 22:44:36,Key Recovery,192.168.42.17,80,344,0.723,Warning,82
272,2026-04-28 22:44:36,Brute Force,192.168.7.192,6379,188,0.719,Warning,80
273,2026-04-28 22:44:36,Dictionary Attack,192.168.121.26,5432,65,0.677,Detected,75
274,2026-04-28 22:44:36,Side Channel,192.168.23.233,5432,166,0.798,Warning,73
275,2026-04-28 22:44:36,Brute Force,192.168.142.60,80,335,0.712,Warning,65
276,2026-04-28 22:44:36,Key Recovery,192.168.122.57,5432,470,0.971,Blocked,82
277,2026-04-28 22:44:36,Dictionary Attack,192.168.141.106,3306,426,0.74,Warning,100
278,2026-04-28 22:44:36,Dictionary Attack,192.168.227.242,80,329,0.955,Analyzed,91
279,2026-04-28 22:44:36,Side Channel,192.168.147.63,5432,141,0.783,Warning,75
280,2026-04-28 22:44:36,Dictionary Attack,192.168.190.164,27017,348,0.97,Blocked,80
281,2026-04-28 22:44:36,Ciphertext Analysis,192.168.36.81,6379,194,0.984,Analyzed,65
282,2026-04-28 22:44:36,Key Recovery,192.168.36.81,27017,475,0.961,Blocked,85
283,2026-04-28 22:44:36,Brute Force,192.168.147.63,27017,247,0.863,Blocked,86
284,2026-04-28 22:44:36,Side Channel,192.168.217.161,22,7,0.884,Detected,81
285,2026-04-28 22:44:36,Dictionary Attack,192.168.27.68,27017,91,0.696,Warning,80
286,2026-04-28 22:44:36,Dictionary Attack,192.168.66.69,443,19,0.952,Analyzed,89
287,2026-04-28 22:44:36,Key Recovery,192.168.175.239,5432,467,0.838,Analyzed,70
288,2026-04-28 22:44:36,Brute Force,192.168.122.57,3306,488,0.705,Detected,67
289,2026-04-28 22:44:36,Dictionary Attack,192.168.227.242,6379,203,0.924,Blocked,86
290,2026-04-28 22:44:36,Side Channel,192.168.156.221,3306,120,0.844,Analyzed,93
291,2026-04-28 22:44:36,Side Channel,192.168.122.57,80,139,0.731,Blocked,73
292,2026-04-28 22:44:36,Side Channel,192.168.180.220,27017,306,0.918,Detected,95
293,2026-04-28 22:44:36,Dictionary Attack,192.168.242.189,80,461,0.803,Blocked,70
294,2026-04-28 22:44:36,Dictionary Attack,192.168.144.214,443,207,0.792,Analyzed,82
295,2026-04-28 22:44:36,Brute Force,192.168.180.220,3306,371,0.879,Blocked,71
296,2026-04-28 22:44:36,Side Channel,192.168.19.119,3306,361,0.716,Blocked,76
297,2026-04-28 22:44:36,Brute Force,192.168.77.13,22,246,0.865,Detected,72
298,2026-04-28 22:44:36,Ciphertext Analysis,192.168.7.133,5432,30,0.663,Blocked,82
299,2026-04-28 22:44:36,Side Channel,192.168.77.13,6379,329,0.842,Detected,96
300,2026-04-28 22:44:36,Dictionary Attack,192.168.60.82,22,430,0.798,Warning,68
301,2026-04-28 22:44:36,Key Recovery,192.168.187.121,27017,283,0.94,Detected,85
