key_generation_time,ciphertext_entropy,hash_collision_count,request_frequency,response_time,payload_size,connection_duration,packet_interarrival,failed_attempts,session_duration,request_size_variance,encryption_rounds,decryption_success_rate,memory_usage,cpu_usage,network_latency,protocol_violations,anomaly_score,label,attack_type
0.028234,7.860998,0.000000,36.060761,0.079556,1096.000000,18.000000,0.306032,0.000000,271.000000,51.636023,1.000000,0.996136,0.233700,0.187582,0.019902,0.000000,0.015572,0,正常
0.041406,7.990917,0.000000,52.103571,0.017160,589.000000,19.000000,0.315792,0.000000,252.000000,177.991617,1.000000,0.984078,0.225479,0.089802,0.007214,0.000000,0.003268,0,正常
0.733620,5.677157,1.000000,42.936782,0.562117,1048.000000,291.000000,0.032176,4.000000,399.000000,312.275374,2.000000,0.789285,0.342961,0.171234,0.053878,2.000000,0.542710,1,side_channel
0.020440,7.200070,0.000000,72.605327,0.021190,1132.000000,29.000000,0.231340,0.000000,333.000000,161.152145,1.000000,0.999922,0.100008,0.162182,0.014337,0.000000,0.121605,0,正常
0.028377,7.028415,0.000000,65.359057,0.026056,1176.000000,20.000000,0.198748,0.000000,62.000000,126.575156,1.000000,0.984783,0.119336,0.077360,0.010851,0.000000,0.002695,0,正常
0.062075,7.070157,0.000000,8.252926,0.076422,954.000000,3.000000,0.127034,0.000000,92.000000,68.344871,1.000000,0.980620,0.058018,0.132420,0.018754,0.000000,0.129147,0,正常
0.020405,7.714082,0.000000,24.782446,0.019881,778.000000,23.000000,0.307771,0.000000,66.000000,100.146747,1.000000,0.994756,0.076863,0.032652,0.016747,0.000000,0.060886,0,正常
0.079995,7.928327,1.000000,57.184757,0.047841,310.000000,14.000000,0.474827,0.000000,85.000000,36.476374,1.000000,0.985503,0.293803,0.064585,0.002681,0.000000,0.037468,0,正常
0.285096,5.119131,30.000000,204.484362,0.406159,391.000000,1.000000,0.006942,66.000000,9.000000,9.352293,1.000000,0.316879,0.537332,0.591129,0.020954,7.000000,0.888635,1,brute_force
0.047145,7.886862,1.000000,25.585182,0.024897,1666.000000,24.000000,0.029070,0.000000,159.000000,85.059749,1.000000,0.985039,0.159378,0.086490,0.008787,0.000000,0.109195,0,正常
0.065257,7.391704,1.000000,6.385028,0.015422,1906.000000,13.000000,0.201235,0.000000,275.000000,40.596611,1.000000,0.983269,0.096857,0.153252,0.005335,0.000000,0.004596,0,正常
0.097146,7.033148,0.000000,36.182178,0.069163,1727.000000,19.000000,0.319691,0.000000,112.000000,74.955318,1.000000,0.983629,0.168609,0.081242,0.011456,0.000000,0.044304,0,正常
0.044938,7.999056,0.000000,9.374570,0.035903,787.000000,17.000000,0.320374,0.000000,102.000000,181.968858,1.000000,0.981498,0.050725,0.153491,0.003029,0.000000,0.051017,0,正常
0.736165,4.264198,7.000000,111.854755,0.554899,1387.000000,84.000000,0.026064,4.000000,823.000000,203.489039,1.000000,0.796817,0.334821,0.173868,0.049136,1.000000,0.754204,1,side_channel
0.724845,5.782310,9.000000,145.145348,0.151332,1359.000000,114.000000,0.018065,4.000000,692.000000,343.804160,1.000000,0.949716,0.303126,0.274775,0.054179,2.000000,0.438178,1,side_channel
0.427559,4.054762,19.000000,871.690805,0.158688,374.000000,1.000000,0.005322,32.000000,1.000000,3.440568,1.000000,0.506190,0.589350,0.690050,0.038054,4.000000,0.708379,1,brute_force
0.460821,5.559674,4.000000,53.588171,0.321460,1354.000000,279.000000,0.040256,2.000000,129.000000,264.428571,2.000000,0.700131,0.385031,0.184130,0.049452,2.000000,0.441837,1,side_channel
0.021186,7.071710,1.000000,70.101453,0.052008,182.000000,12.000000,0.432162,0.000000,266.000000,143.262857,1.000000,0.992028,0.186173,0.064296,0.014274,0.000000,0.114120,0,正常
0.046483,7.088526,1.000000,11.159745,0.035664,1088.000000,7.000000,0.166460,0.000000,96.000000,198.158328,1.000000,0.991181,0.139731,0.034279,0.016464,0.000000,0.001014,0,正常
0.045715,7.745878,1.000000,79.383111,0.025748,754.000000,2.000000,0.489743,0.000000,379.000000,129.081966,1.000000,0.984634,0.147093,0.165661,0.001433,0.000000,0.068408,0,正常
0.088575,7.900466,0.000000,50.785398,0.053758,1853.000000,9.000000,0.305230,0.000000,287.000000,18.499557,1.000000,0.993570,0.085227,0.152319,0.018945,0.000000,0.133331,0,正常
0.045592,7.582636,0.000000,69.331261,0.023565,1409.000000,0.000000,0.257407,0.000000,77.000000,88.167247,1.000000,0.987481,0.243645,0.036882,0.017622,0.000000,0.121867,0,正常
0.036116,7.100412,1.000000,67.257197,0.065112,1615.000000,10.000000,0.029416,0.000000,183.000000,22.111446,1.000000,0.981171,0.282311,0.121183,0.013473,0.000000,0.128856,0,正常
0.194288,3.433457,8.000000,773.812427,0.426580,315.000000,1.000000,0.006720,20.000000,19.000000,8.495985,1.000000,0.484683,0.700014,0.819428,0.040266,9.000000,0.691359,1,brute_force
0.065612,7.825677,1.000000,16.425121,0.071865,1848.000000,27.000000,0.022536,0.000000,480.000000,6.265710,1.000000,0.986933,0.214370,0.141065,0.004194,0.000000,0.011050,0,正常
0.023598,7.752466,0.000000,69.514495,0.025326,1736.000000,4.000000,0.313213,0.000000,176.000000,36.628394,1.000000,0.980889,0.112107,0.134121,0.010523,0.000000,0.115030,0,正常
0.476708,3.570810,43.000000,470.125881,0.480075,262.000000,0.000000,0.002059,73.000000,12.000000,6.413871,1.000000,0.388753,0.532340,0.518474,0.042323,10.000000,0.706845,1,brute_force
0.071074,7.317553,0.000000,78.268981,0.035592,891.000000,18.000000,0.142536,0.000000,10.000000,189.425563,1.000000,0.989202,0.061466,0.105719,0.016191,0.000000,0.066960,0,正常
0.231616,3.306453,40.000000,626.373304,0.290799,447.000000,0.000000,0.003744,69.000000,15.000000,5.490075,1.000000,0.483025,0.483502,0.850282,0.044426,8.000000,0.716169,1,brute_force
0.066143,7.675022,1.000000,9.190421,0.023107,1446.000000,18.000000,0.399088,0.000000,99.000000,144.670839,1.000000,0.989498,0.292063,0.031895,0.008769,0.000000,0.126401,0,正常
0.788648,4.494017,5.000000,133.985369,0.369895,1147.000000,237.000000,0.017085,1.000000,545.000000,392.221348,2.000000,0.941572,0.253018,0.383688,0.068284,2.000000,0.485566,1,side_channel
0.425215,5.166302,38.000000,338.674251,0.210643,209.000000,1.000000,0.007773,65.000000,26.000000,2.542058,1.000000,0.429362,0.466808,0.682911,0.021609,3.000000,0.602003,1,brute_force
0.031617,7.935408,1.000000,43.028698,0.023763,1720.000000,27.000000,0.241681,0.000000,209.000000,6.846226,1.000000,0.994913,0.264579,0.063738,0.019519,0.000000,0.010544,0,正常
0.073543,7.869771,1.000000,34.108644,0.050868,335.000000,10.000000,0.340097,0.000000,337.000000,99.776073,1.000000,0.987031,0.137707,0.043622,0.013359,0.000000,0.005891,0,正常
1.383415,6.073490,13.000000,47.400379,0.784068,865.000000,365.000000,0.093956,5.000000,775.000000,94.176926,3.000000,0.394082,0.888649,0.726359,0.018387,9.000000,0.845707,1,key_recovery
0.906911,6.000215,8.000000,11.567068,0.488249,321.000000,428.000000,0.030812,13.000000,857.000000,89.455205,4.000000,0.353776,0.746419,0.552366,0.011548,4.000000,0.979877,1,key_recovery
0.776656,5.429375,6.000000,41.349342,0.485319,1107.000000,167.000000,0.013912,2.000000,691.000000,214.332657,1.000000,0.701339,0.562985,0.234060,0.045977,1.000000,0.616396,1,side_channel
0.255387,4.409702,39.000000,776.535523,0.169156,400.000000,1.000000,0.003138,87.000000,12.000000,2.929162,1.000000,0.487452,0.500570,0.882340,0.030081,13.000000,0.608807,1,brute_force
0.049937,7.839593,1.000000,17.324934,0.020612,611.000000,7.000000,0.294421,0.000000,69.000000,176.374774,1.000000,0.997050,0.198622,0.182589,0.014112,0.000000,0.043593,0,正常
0.076642,7.757589,1.000000,57.885624,0.067552,664.000000,24.000000,0.334473,0.000000,296.000000,196.677623,1.000000,0.986615,0.161416,0.055425,0.016234,0.000000,0.054435,0,正常
0.061621,7.458545,0.000000,53.600726,0.061604,837.000000,23.000000,0.153024,0.000000,386.000000,81.819014,1.000000,0.981311,0.217583,0.056535,0.018682,0.000000,0.096736,0,正常
0.079481,7.256052,0.000000,64.642391,0.051727,973.000000,22.000000,0.235201,0.000000,273.000000,23.294809,1.000000,0.996422,0.211267,0.087837,0.014242,0.000000,0.144820,0,正常
0.031651,7.557124,1.000000,28.318652,0.050799,1651.000000,8.000000,0.043143,0.000000,19.000000,153.056297,1.000000,0.987049,0.138948,0.056603,0.019063,0.000000,0.147373,0,正常
0.062817,7.238204,0.000000,73.486554,0.062241,1753.000000,23.000000,0.495786,0.000000,340.000000,149.721018,1.000000,0.980191,0.140058,0.039240,0.009357,0.000000,0.148929,0,正常
0.069359,7.908976,0.000000,65.422747,0.058859,429.000000,15.000000,0.154175,0.000000,217.000000,87.806919,1.000000,0.994027,0.275556,0.113214,0.013441,0.000000,0.069519,0,正常
0.024931,7.687665,0.000000,72.061892,0.045408,1584.000000,12.000000,0.463267,0.000000,387.000000,130.973778,1.000000,0.980285,0.113481,0.120778,0.018905,0.000000,0.002890,0,正常
0.060317,7.896913,1.000000,12.120595,0.035353,655.000000,27.000000,0.055676,0.000000,296.000000,134.750881,1.000000,0.984131,0.149410,0.188060,0.012860,0.000000,0.094392,0,正常
0.106542,2.435828,71.000000,191.691192,0.146902,9500.000000,42.000000,0.010260,7.000000,53.000000,561.257864,3.000000,0.650322,0.497856,0.283494,0.019967,2.000000,0.506387,1,ciphertext_analysis
0.026594,7.361416,0.000000,34.221322,0.069545,1705.000000,2.000000,0.036708,0.000000,322.000000,82.000232,1.000000,0.997497,0.291092,0.041117,0.011569,0.000000,0.051704,0,正常
0.076113,7.349887,0.000000,55.250667,0.043293,1204.000000,28.000000,0.329145,0.000000,457.000000,115.306462,1.000000,0.989574,0.227515,0.146773,0.002304,0.000000,0.086108,0,正常
0.079356,7.352695,0.000000,16.167231,0.025593,257.000000,17.000000,0.181033,0.000000,84.000000,139.306378,1.000000,0.984346,0.124829,0.074066,0.008769,0.000000,0.101793,0,正常
0.049953,7.635659,0.000000,15.253362,0.029724,186.000000,23.000000,0.078360,0.000000,171.000000,16.618599,1.000000,0.997718,0.185153,0.108850,0.005216,0.000000,0.126891,0,正常
0.038832,7.058981,1.000000,76.320274,0.014949,1990.000000,17.000000,0.385988,0.000000,147.000000,147.009789,1.000000,0.992940,0.211548,0.046877,0.019231,0.000000,0.097653,0,正常
0.043642,7.617880,0.000000,20.373411,0.075173,1937.000000,20.000000,0.197162,0.000000,456.000000,107.645184,1.000000,0.998028,0.297737,0.122987,0.006194,0.000000,0.020039,0,正常
0.038185,7.648672,1.000000,45.988565,0.074102,791.000000,6.000000,0.098568,0.000000,451.000000,189.435827,1.000000,0.992050,0.216542,0.043003,0.017297,0.000000,0.044990,0,正常
0.078616,7.976170,0.000000,8.425773,0.034659,1304.000000,17.000000,0.128926,0.000000,433.000000,156.054980,1.000000,0.990581,0.255569,0.134571,0.014896,0.000000,0.090124,0,正常
0.532475,4.725858,5.000000,81.377907,0.158665,2648.000000,246.000000,0.040976,2.000000,175.000000,339.986695,2.000000,0.715352,0.294785,0.354470,0.064563,0.000000,0.513084,1,side_channel
0.392324,5.306947,40.000000,641.126028,0.262749,483.000000,0.000000,0.004750,80.000000,9.000000,4.267077,1.000000,0.608840,0.411182,0.403503,0.041685,7.000000,0.604506,1,brute_force
0.064002,3.093519,75.000000,185.981558,0.091337,9064.000000,49.000000,0.017163,9.000000,65.000000,937.401321,2.000000,0.801949,0.419950,0.449045,0.018985,4.000000,0.602357,1,ciphertext_analysis
0.128324,3.303127,79.000000,72.830522,0.168423,5418.000000,17.000000,0.009278,9.000000,34.000000,121.018470,3.000000,0.716876,0.308174,0.272435,0.012769,6.000000,0.657445,1,ciphertext_analysis
0.045585,7.558294,1.000000,28.599649,0.034273,1983.000000,10.000000,0.284623,0.000000,189.000000,80.148070,1.000000,0.993022,0.122898,0.079738,0.013743,0.000000,0.147524,0,正常
0.182756,5.139382,40.000000,861.888973,0.133714,291.000000,1.000000,0.005101,56.000000,5.000000,2.357083,1.000000,0.568070,0.426510,0.651016,0.011284,13.000000,0.649587,1,brute_force
0.049783,7.487921,1.000000,25.375930,0.062986,487.000000,15.000000,0.461798,0.000000,282.000000,172.522054,1.000000,0.988226,0.210410,0.158822,0.016954,0.000000,0.130500,0,正常
0.031758,7.868475,0.000000,39.050483,0.011950,1629.000000,13.000000,0.488032,0.000000,95.000000,110.776663,1.000000,0.986587,0.295508,0.057091,0.008370,0.000000,0.136415,0,正常
0.027806,7.418499,1.000000,68.494580,0.053738,973.000000,19.000000,0.021147,0.000000,239.000000,68.484461,1.000000,0.989164,0.181603,0.147334,0.005032,0.000000,0.119222,0,正常
0.072121,7.870781,0.000000,65.921375,0.036629,605.000000,13.000000,0.323365,0.000000,230.000000,44.672310,1.000000,0.996719,0.198021,0.053583,0.010687,0.000000,0.015847,0,正常
0.092373,7.408988,0.000000,18.788710,0.043890,569.000000,26.000000,0.253431,0.000000,382.000000,29.588784,1.000000,0.982538,0.290972,0.038203,0.010370,0.000000,0.136275,0,正常
0.717047,4.142428,7.000000,132.335195,0.478346,770.000000,189.000000,0.048518,4.000000,343.000000,243.905566,1.000000,0.710501,0.534553,0.129701,0.042788,1.000000,0.408734,1,side_channel
0.028210,7.929157,0.000000,24.968118,0.030510,1774.000000,22.000000,0.195010,0.000000,312.000000,167.693412,1.000000,0.991910,0.244091,0.053375,0.009263,0.000000,0.141406,0,正常
0.079092,7.360104,1.000000,62.699772,0.030903,1744.000000,23.000000,0.271486,0.000000,477.000000,166.210708,1.000000,0.998002,0.231655,0.091726,0.012348,0.000000,0.007740,0,正常
0.052688,7.979957,1.000000,43.977913,0.025453,808.000000,5.000000,0.315050,0.000000,195.000000,29.678380,1.000000,0.988835,0.274527,0.082739,0.010336,0.000000,0.148011,0,正常
0.068086,7.716995,1.000000,32.854642,0.044704,169.000000,4.000000,0.430207,0.000000,476.000000,117.414005,1.000000,0.996717,0.182601,0.103888,0.009184,0.000000,0.099152,0,正常
0.032917,7.783054,0.000000,20.403440,0.033396,614.000000,16.000000,0.089740,0.000000,61.000000,13.490816,1.000000,0.985066,0.172566,0.199244,0.017862,0.000000,0.077306,0,正常
0.027614,7.743971,1.000000,14.397230,0.021256,1136.000000,19.000000,0.457290,0.000000,377.000000,149.679330,1.000000,0.990652,0.115454,0.128829,0.017302,0.000000,0.129146,0,正常
0.097271,7.858359,1.000000,40.962441,0.016625,837.000000,17.000000,0.364800,0.000000,249.000000,111.457097,1.000000,0.994127,0.062320,0.030382,0.002227,0.000000,0.071155,0,正常
0.453675,4.563630,5.000000,58.945505,0.376742,1768.000000,208.000000,0.025123,1.000000,474.000000,193.617922,1.000000,0.904147,0.479071,0.212122,0.053260,2.000000,0.566714,1,side_channel
0.086535,7.197649,0.000000,30.476004,0.068984,1921.000000,17.000000,0.241605,0.000000,327.000000,151.986764,1.000000,0.999108,0.088698,0.146824,0.009653,0.000000,0.118343,0,正常
0.028575,7.036222,0.000000,40.975719,0.043702,1637.000000,29.000000,0.135478,0.000000,351.000000,25.714521,1.000000,0.992987,0.283861,0.186460,0.018748,0.000000,0.094543,0,正常
0.514939,4.663184,8.000000,45.112783,0.261983,879.000000,108.000000,0.046200,0.000000,853.000000,184.863143,1.000000,0.863011,0.499801,0.388327,0.043859,0.000000,0.615908,1,side_channel
0.279073,3.360095,48.000000,866.670327,0.382009,130.000000,0.000000,0.005853,55.000000,23.000000,3.617275,1.000000,0.363076,0.374902,0.452346,0.028077,5.000000,0.758977,1,brute_force
0.076834,7.519464,1.000000,58.539445,0.040767,895.000000,5.000000,0.124332,0.000000,31.000000,171.179978,1.000000,0.980836,0.172853,0.131894,0.011077,0.000000,0.059941,0,正常
0.317392,3.413761,10.000000,268.351122,0.219462,337.000000,1.000000,0.008785,15.000000,17.000000,7.301335,1.000000,0.402713,0.596302,0.474096,0.023847,7.000000,0.807937,1,brute_force
0.031180,7.162959,0.000000,24.785116,0.075778,945.000000,3.000000,0.389389,0.000000,311.000000,140.077885,1.000000,0.985282,0.055824,0.115851,0.010619,0.000000,0.009397,0,正常
0.634121,4.368216,9.000000,134.083553,0.385341,2660.000000,218.000000,0.011080,4.000000,489.000000,189.549298,2.000000,0.875343,0.537155,0.221750,0.037386,0.000000,0.694808,1,side_channel
0.052294,7.919492,0.000000,5.311779,0.040191,1022.000000,4.000000,0.476592,0.000000,59.000000,87.760835,1.000000,0.982393,0.298799,0.103142,0.015016,0.000000,0.015443,0,正常
0.715684,5.061902,9.000000,75.444995,0.313551,850.000000,74.000000,0.028779,1.000000,858.000000,212.055749,2.000000,0.758743,0.296541,0.225989,0.063672,2.000000,0.458571,1,side_channel
0.036475,7.739090,1.000000,33.105602,0.039740,1687.000000,16.000000,0.484833,0.000000,146.000000,112.043470,1.000000,0.984047,0.260795,0.056088,0.011646,0.000000,0.070180,0,正常
0.402569,5.363604,6.000000,96.850874,0.474273,1373.000000,95.000000,0.035409,0.000000,874.000000,174.803256,1.000000,0.905414,0.279470,0.204016,0.048399,2.000000,0.536637,1,side_channel
0.196871,4.221744,31.000000,117.339037,0.174386,7833.000000,42.000000,0.006784,5.000000,109.000000,393.954695,3.000000,0.546430,0.625195,0.302689,0.009742,1.000000,0.724865,1,ciphertext_analysis
0.024061,7.667323,1.000000,36.255954,0.047661,803.000000,3.000000,0.489757,0.000000,193.000000,38.108009,1.000000,0.982848,0.138346,0.072848,0.010704,0.000000,0.118424,0,正常
0.089228,7.117750,0.000000,29.913013,0.021456,132.000000,8.000000,0.480292,0.000000,413.000000,22.536555,1.000000,0.983663,0.211742,0.052969,0.008523,0.000000,0.116842,0,正常
0.380349,3.630703,49.000000,987.981024,0.429280,161.000000,0.000000,0.001160,91.000000,5.000000,3.007867,1.000000,0.424381,0.766003,0.895337,0.023764,7.000000,0.905661,1,brute_force
0.046082,7.868824,1.000000,29.105232,0.032586,951.000000,17.000000,0.204829,0.000000,338.000000,15.044002,1.000000,0.989791,0.114407,0.082950,0.006387,0.000000,0.042833,0,正常
0.086830,7.460119,1.000000,70.438550,0.068836,620.000000,22.000000,0.259742,0.000000,466.000000,134.196527,1.000000,0.993606,0.174121,0.181741,0.013104,0.000000,0.142125,0,正常
0.333597,4.487756,48.000000,558.369908,0.429167,70.000000,1.000000,0.001281,18.000000,21.000000,2.103608,1.000000,0.354575,0.524655,0.457628,0.011333,9.000000,0.690857,1,brute_force
0.164862,4.278996,25.000000,900.544442,0.266270,84.000000,0.000000,0.002260,15.000000,13.000000,4.874667,1.000000,0.451108,0.665183,0.639664,0.045663,11.000000,0.653194,1,brute_force
0.117037,4.229127,37.000000,153.465461,0.176682,7793.000000,31.000000,0.014302,5.000000,126.000000,815.826288,2.000000,0.610633,0.415685,0.459424,0.005618,4.000000,0.758496,1,ciphertext_analysis
0.094526,7.805314,1.000000,57.799616,0.074413,1258.000000,29.000000,0.192465,0.000000,143.000000,73.386370,1.000000,0.997591,0.148317,0.112440,0.007124,0.000000,0.042765,0,正常
0.124297,3.144639,50.000000,57.719859,0.105636,6200.000000,56.000000,0.006995,2.000000,105.000000,588.086769,3.000000,0.704314,0.570962,0.557595,0.020252,2.000000,0.689885,1,ciphertext_analysis
0.074335,7.374886,1.000000,79.143688,0.053313,367.000000,29.000000,0.010378,0.000000,319.000000,127.103403,1.000000,0.981512,0.148709,0.134794,0.018565,0.000000,0.118355,0,正常
0.158179,3.380198,38.000000,578.904715,0.142799,112.000000,0.000000,0.005536,46.000000,22.000000,6.877045,1.000000,0.663776,0.691024,0.512572,0.044652,11.000000,0.661139,1,brute_force
1.382164,5.008030,7.000000,19.708240,0.771895,788.000000,143.000000,0.042868,18.000000,960.000000,44.696200,4.000000,0.367502,0.701812,0.574060,0.032102,9.000000,0.897386,1,key_recovery
0.029973,7.022711,1.000000,39.388506,0.071479,314.000000,25.000000,0.047922,0.000000,17.000000,77.575435,1.000000,0.999853,0.117445,0.117296,0.016513,0.000000,0.035754,0,正常
0.456975,5.961708,5.000000,60.779767,0.270830,2123.000000,36.000000,0.032694,3.000000,269.000000,295.187859,2.000000,0.745507,0.523169,0.386324,0.056656,0.000000,0.577361,1,side_channel
0.745335,5.142506,3.000000,87.741154,0.366404,2092.000000,132.000000,0.034942,2.000000,263.000000,53.277537,1.000000,0.719827,0.317698,0.253084,0.038847,1.000000,0.667569,1,side_channel
0.055824,7.573560,0.000000,45.224590,0.053653,913.000000,10.000000,0.211410,0.000000,215.000000,31.698197,1.000000,0.994532,0.188579,0.145968,0.016978,0.000000,0.018311,0,正常
0.090785,7.003948,0.000000,51.201911,0.032931,136.000000,18.000000,0.212028,0.000000,310.000000,112.306510,1.000000,0.997626,0.165931,0.099921,0.005318,0.000000,0.134068,0,正常
0.067868,7.578001,1.000000,51.998684,0.021263,901.000000,10.000000,0.342547,0.000000,309.000000,32.224338,1.000000,0.996729,0.053970,0.149932,0.005077,0.000000,0.127334,0,正常
0.055839,7.269801,1.000000,6.967457,0.017822,1010.000000,29.000000,0.049116,0.000000,119.000000,81.952759,1.000000,0.986810,0.271659,0.066690,0.014210,0.000000,0.082931,0,正常
0.064763,7.279453,1.000000,33.519231,0.031839,1775.000000,26.000000,0.266124,0.000000,26.000000,36.131276,1.000000,0.997654,0.273447,0.138318,0.017893,0.000000,0.094738,0,正常
0.050704,7.365147,0.000000,29.982051,0.065476,1615.000000,28.000000,0.379748,0.000000,332.000000,190.931072,1.000000,0.982781,0.147419,0.125858,0.002126,0.000000,0.114179,0,正常
0.037222,7.735941,0.000000,61.600002,0.061824,1383.000000,5.000000,0.129553,0.000000,247.000000,54.783019,1.000000,0.986661,0.104038,0.119944,0.004667,0.000000,0.020494,0,正常
0.041498,7.728337,0.000000,69.574365,0.075879,1502.000000,11.000000,0.028088,0.000000,116.000000,130.716583,1.000000,0.987068,0.273863,0.093109,0.001811,0.000000,0.116872,0,正常
0.033986,7.478769,0.000000,28.874180,0.014356,251.000000,29.000000,0.286087,0.000000,112.000000,166.208906,1.000000,0.991702,0.273267,0.185281,0.003028,0.000000,0.050924,0,正常
0.097619,7.370034,0.000000,62.324621,0.032439,633.000000,14.000000,0.408871,0.000000,82.000000,158.776446,1.000000,0.984244,0.296078,0.191906,0.005252,0.000000,0.096709,0,正常
0.025805,7.525242,1.000000,36.395782,0.057255,1455.000000,6.000000,0.325423,0.000000,174.000000,78.665856,1.000000,0.994657,0.129199,0.144756,0.014079,0.000000,0.091667,0,正常
0.047679,7.850439,0.000000,10.027569,0.059957,1506.000000,19.000000,0.312202,0.000000,146.000000,198.895667,1.000000,0.996420,0.169125,0.106668,0.016256,0.000000,0.053266,0,正常
0.058697,7.292765,0.000000,67.638886,0.035410,725.000000,20.000000,0.222996,0.000000,163.000000,65.291781,1.000000,0.990891,0.183385,0.106106,0.006355,0.000000,0.133900,0,正常
0.077923,7.836675,1.000000,28.324268,0.025336,1924.000000,12.000000,0.326841,0.000000,131.000000,166.515811,1.000000,0.984828,0.218534,0.194343,0.007483,0.000000,0.035551,0,正常
0.065987,7.404376,1.000000,69.128538,0.058570,1027.000000,11.000000,0.332252,0.000000,395.000000,64.288820,1.000000,0.989046,0.071946,0.065864,0.004004,0.000000,0.016917,0,正常
0.172565,3.699082,64.000000,67.045240,0.188232,3845.000000,32.000000,0.014787,7.000000,40.000000,952.170991,2.000000,0.595655,0.575443,0.401104,0.009723,6.000000,0.688092,1,ciphertext_analysis
0.096330,7.846674,1.000000,35.357308,0.076327,1804.000000,21.000000,0.446688,0.000000,383.000000,30.318370,1.000000,0.990110,0.074022,0.106365,0.002014,0.000000,0.046748,0,正常
0.091509,7.820995,1.000000,32.905483,0.011559,1022.000000,20.000000,0.496925,0.000000,246.000000,138.253529,1.000000,0.984183,0.178781,0.141999,0.016359,0.000000,0.139454,0,正常
0.095850,7.097089,1.000000,42.371463,0.020630,1341.000000,23.000000,0.355270,0.000000,147.000000,81.150376,1.000000,0.992460,0.271262,0.059286,0.012129,0.000000,0.054465,0,正常
0.336852,4.541118,37.000000,419.218151,0.163516,268.000000,1.000000,0.006450,80.000000,29.000000,6.237604,1.000000,0.403637,0.596678,0.698340,0.022004,13.000000,0.612778,1,brute_force
0.124164,2.572762,61.000000,161.369718,0.083254,6984.000000,46.000000,0.017203,1.000000,175.000000,126.578987,2.000000,0.830706,0.612112,0.495817,0.005963,1.000000,0.744065,1,ciphertext_analysis
0.032293,7.514584,0.000000,34.894128,0.048873,888.000000,15.000000,0.409619,0.000000,311.000000,135.141752,1.000000,0.998091,0.292931,0.162008,0.001046,0.000000,0.128568,0,正常
